video_name,frame_index,mean_flow,std_flow,edge_ratio,keypoint_count,fft_peak1,fft_peak2,fft_peak3,view,state
angle_evm_segment_10_5s_50_overlap.avi,0,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,1,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,2,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,3,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,4,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,5,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,6,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,7,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,8,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,9,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,10,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,11,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,12,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,13,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,14,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,15,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,16,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,17,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,18,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,19,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,20,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,21,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,22,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,23,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,24,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,25,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,26,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,27,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,28,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,29,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,30,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,31,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,32,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,33,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,34,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,35,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,36,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,37,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,38,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,39,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,40,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,41,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,42,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,43,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,44,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
angle_evm_segment_10_5s_50_overlap.avi,45,-0.0015024837,0.20939039,0.04886566280084799,15679,9868445.0,9868352.0,9866788.0,angle,Unbalance_weight
